PUBLISHER,BRAND_NAME,DISPLAY_CUSTOMER_TYPE,DISTINCT_MERCHANTS_AT_LOAD_TIME,ML_MODEL,BRAND_IMPRESSIONS,CONV_COUNT,TOTAL_AD_SPEND,REVENUE_PER_BRAND_IMPRESSION,CVR
Laura Geller,Dollar Shave Club,new_customer,4,bert4recs1,237,0,$0.00,$0.0000,0.0000%
Halfdays,Dieux Skin,new_customer,1,bert4recs1,197,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Airsign,new_customer,1,boost5,197,0,$0.00,$0.0000,0.0000%
BlendJet,MANSCAPED,lapsed_customer,2,boost5,197,0,$0.00,$0.0000,0.0000%
Caden Lane,Coterie,new_customer,1,contextual,197,0,$0.00,$0.0000,0.0000%
Dirty Labs,Lunya,new_customer,1,boost5,197,0,$0.00,$0.0000,0.0000%
Liquid I.V.,Fable Home,new_customer,1,boost5,197,0,$0.00,$0.0000,0.0000%
Divi,Electric Picks Jewelry,new_customer,0,lookalike,197,0,$0.00,$0.0000,0.0000%
Willow Pumps,ETOILE,new_customer,0,contextual,197,0,$0.00,$0.0000,0.0000%
Manduka,Sol de Janeiro,new_customer,1,boost5,197,0,$0.00,$0.0000,0.0000%
BlendJet,Tula Skincare,new_customer,1,boost5,197,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Winky Lux,new_customer,0,contextual,209,0,$0.00,$0.0000,0.0000%
Tushbaby,Morphe,new_customer,1,boost5,197,0,$0.00,$0.0000,0.0000%
Dirty Labs,Laura Geller,new_customer,1,bert4recs1,197,0,$0.00,$0.0000,0.0000%
Houseplant,NOMAD Grills,new_customer,1,boost5,197,0,$0.00,$0.0000,0.0000%
Once Upon a Farm,Caden Lane,new_customer,0,contextual,197,0,$0.00,$0.0000,0.0000%
M.M.LaFleur,D.S. & Durga,new_customer,2,boost5,197,0,$0.00,$0.0000,0.0000%
Caraway,Caden Lane,new_customer,0,lookalike,197,0,$0.00,$0.0000,0.0000%
Andie,Liquid I.V.,new_customer,2,boost5,196,0,$0.00,$0.0000,0.0000%
QALO,Dr. Squatch,new_customer,1,bert4recs1,196,0,$0.00,$0.0000,0.0000%
Beyond Polish,Morphe,new_customer,2,bert4recs1,196,0,$0.00,$0.0000,0.0000%
Dr. Squatch,Liquid I.V.,new_customer,5,boost5,198,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Tower 28 Beauty,new_customer,3,boost5,208,0,$0.00,$0.0000,0.0000%
Laura Geller,Willow Pumps,new_customer,1,boost5,239,0,$0.00,$0.0000,0.0000%
Primally Pure,NOMAD Grills,new_customer,4,boost5,196,0,$0.00,$0.0000,0.0000%
Lunya,Vegamour,new_customer,1,bert4recs1,196,0,$0.00,$0.0000,0.0000%
Dreamland Baby,NOMAD Grills,new_customer,3,boost5,196,0,$0.00,$0.0000,0.0000%
Solly Baby,HATCH,new_customer,1,boost5,196,0,$0.00,$0.0000,0.0000%
Oradina,Laura Geller,new_customer,3,boost5,196,0,$0.00,$0.0000,0.0000%
Dagne Dover,Laura Geller,new_customer,2,,196,0,$0.00,$0.0000,0.0000%
Siete Foods,Character Home,new_customer,1,boost5,196,0,$0.00,$0.0000,0.0000%
Ancient Nutrition,SENREVE,new_customer,3,boost5,196,0,$0.00,$0.0000,0.0000%
Needed,Nanit,new_customer,1,boost5,196,0,$0.00,$0.0000,0.0000%
Posh Peanut,Dagne Dover,new_customer,6,boost5,196,1,$30.00,$0.1531,0.5102%
Faherty Brand,HATCH,new_customer,2,boost5,196,0,$0.00,$0.0000,0.0000%
Liquid I.V.,Character Home,new_customer,3,boost5,196,0,$0.00,$0.0000,0.0000%
Laura Geller,SPONGELLE,new_customer,5,boost5,236,0,$0.00,$0.0000,0.0000%
INTO THE AM,Dr. Squatch,new_customer,3,boost5,195,0,$0.00,$0.0000,0.0000%
Anyday,Hedley & Bennett,new_customer,0,contextual,195,0,$0.00,$0.0000,0.0000%
Beginning Boutique,esmi Skin Minerals,new_customer,1,boost5,195,0,$0.00,$0.0000,0.0000%
Coffee Bros.,Character Home,new_customer,1,boost5,195,0,$0.00,$0.0000,0.0000%
Caden Lane,Liquid I.V.,new_customer,7,boost5,195,0,$0.00,$0.0000,0.0000%
SeaVees,Liquid I.V.,new_customer,1,boost5,195,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Morphe,new_customer,2,bert4recs1,195,0,$0.00,$0.0000,0.0000%
Monica & Andy Inc.,Lunya,new_customer,0,contextual,195,0,$0.00,$0.0000,0.0000%
Baby Delight,Solly Baby,new_customer,0,contextual,195,0,$0.00,$0.0000,0.0000%
Tower 28 Beauty,Liquid I.V.,new_customer,4,boost5,194,0,$0.00,$0.0000,0.0000%
Carve Designs,Vegamour,new_customer,1,boost5,194,0,$0.00,$0.0000,0.0000%
Elegant Baby,Yana Sleep,new_customer,0,,194,0,$0.00,$0.0000,0.0000%
For Days,Dropps,new_customer,2,bert4recs1,194,0,$0.00,$0.0000,0.0000%
Dame,Wildfang,new_customer,1,boost5,194,0,$0.00,$0.0000,0.0000%
Le Mini Macaron,Liquid I.V.,new_customer,2,bert4recs1,194,0,$0.00,$0.0000,0.0000%
Solly Baby,Tula Skincare,new_customer,0,contextual,194,0,$0.00,$0.0000,0.0000%
Tower 28 Beauty,M.M.LaFleur,new_customer,4,boost5,194,0,$0.00,$0.0000,0.0000%
Faherty Brand,Oars + Alps,new_customer,1,contextual,194,0,$0.00,$0.0000,0.0000%
Tushbaby,Caden Lane,new_customer,5,boost5,194,0,$0.00,$0.0000,0.0000%
Manduka,True Classic,new_customer,1,lookalike,194,1,$45.00,$0.2320,0.5155%
Tushbaby,Evereden,new_customer,0,contextual,194,0,$0.00,$0.0000,0.0000%
For Days,Moonglow,new_customer,1,,194,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Dollar Shave Club,new_customer,1,bert4recs1,194,0,$0.00,$0.0000,0.0000%
Mario Badescu Skin Care,Airsign,new_customer,1,boost5,194,0,$0.00,$0.0000,0.0000%
Tower 28 Beauty,Caden Lane,new_customer,1,bert4recs1,194,0,$0.00,$0.0000,0.0000%
Laura Geller,Tula Skincare,new_customer,0,boost5,237,0,$0.00,$0.0000,0.0000%
Otteroo,Caden Lane,new_customer,2,boost5,194,0,$0.00,$0.0000,0.0000%
Sunday Citizen,Dagne Dover,new_customer,4,boost5,194,0,$0.00,$0.0000,0.0000%
Laura Geller,Leeway Home,new_customer,0,contextual,236,0,$0.00,$0.0000,0.0000%
Halfdays,Dieux Skin,new_customer,1,boost5,194,0,$0.00,$0.0000,0.0000%
jane iredale,Vegamour,new_customer,1,contextual,194,0,$0.00,$0.0000,0.0000%
woolino,Newton Baby,new_customer,2,bert4recs1,194,0,$0.00,$0.0000,0.0000%
Snibbs,Dakine,new_customer,0,contextual,193,0,$0.00,$0.0000,0.0000%
Vacation®,Laura Geller,new_customer,1,bert4recs1,193,0,$0.00,$0.0000,0.0000%
Laura Geller,M.M.LaFleur,new_customer,0,boost5,235,0,$0.00,$0.0000,0.0000%
Little Words Project,Caden Lane,new_customer,0,lookalike,193,0,$0.00,$0.0000,0.0000%
Needed,Tubby Todd Bath Co.,new_customer,3,boost5,193,0,$0.00,$0.0000,0.0000%
Thorlos,MANSCAPED,new_customer,1,bert4recs1,193,0,$0.00,$0.0000,0.0000%
Bokksu Market,Laura Geller,new_customer,1,bert4recs1,193,0,$0.00,$0.0000,0.0000%
Mario Badescu Skin Care,MANSCAPED,new_customer,1,bert4recs1,193,0,$0.00,$0.0000,0.0000%
Tushbaby,Snuggle Me Organic,new_customer,4,boost5,193,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Tower 28 Beauty,new_customer,2,bert4recs1,207,0,$0.00,$0.0000,0.0000%
Andie,Laura Geller,new_customer,4,boost5,193,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,LIVELY,new_customer,1,lookalike,207,0,$0.00,$0.0000,0.0000%
Willow Pumps,Newton Baby,new_customer,2,bert4recs1,193,0,$0.00,$0.0000,0.0000%
Afloral,NOMAD Grills,new_customer,4,boost5,193,0,$0.00,$0.0000,0.0000%
Laura Geller,Blueland,new_customer,6,boost5,232,0,$0.00,$0.0000,0.0000%
Blueland,For Days,new_customer,1,boost5,193,0,$0.00,$0.0000,0.0000%
Laura Geller,Beyond Polish,new_customer,1,lookalike,234,0,$0.00,$0.0000,0.0000%
Snuggle Me Organic,Lunya,new_customer,1,boost5,193,0,$0.00,$0.0000,0.0000%
cbdMD,Yana Sleep,new_customer,1,,193,0,$0.00,$0.0000,0.0000%
Beginning Boutique,INBLOOM,new_customer,0,,193,0,$0.00,$0.0000,0.0000%
Laura Geller,Sol de Janeiro,new_customer,5,contextual,229,0,$0.00,$0.0000,0.0000%
Dreamland Baby,Coterie,new_customer,0,contextual,193,1,$16.50,$0.0855,0.5181%
Bodily,Dagne Dover,new_customer,1,boost5,193,0,$0.00,$0.0000,0.0000%
Dakine,MANSCAPED,new_customer,1,contextual,193,0,$0.00,$0.0000,0.0000%
Amberjack,Branch,new_customer,2,boost5,193,0,$0.00,$0.0000,0.0000%
The HoneyPot,M.M.LaFleur,new_customer,1,boost5,193,0,$0.00,$0.0000,0.0000%
Olive & June,Lunya,new_customer,6,boost5,193,0,$0.00,$0.0000,0.0000%
Bobbie,Bodily,new_customer,5,boost5,193,1,$35.00,$0.1813,0.5181%
woolino,Bodily,new_customer,1,boost5,193,0,$0.00,$0.0000,0.0000%
Laura Geller,Oradina,new_customer,1,boost5,232,0,$0.00,$0.0000,0.0000%
Dagne Dover,Little Words Project,new_customer,3,boost5,193,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Liquid I.V.,new_customer,5,bert4recs1,205,0,$0.00,$0.0000,0.0000%
Le Monde Gourmand,Dieux Skin,new_customer,0,contextual,192,0,$0.00,$0.0000,0.0000%
Afloral,Lunya,new_customer,2,boost5,192,0,$0.00,$0.0000,0.0000%
Tula Skincare,BlendJet,new_customer,2,bert4recs1,192,0,$0.00,$0.0000,0.0000%
eyebobs,Caden Lane,new_customer,0,contextual,192,0,$0.00,$0.0000,0.0000%
Twillory,Girlfriend Collective,new_customer,0,contextual,192,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Divi,new_customer,6,boost5,192,0,$0.00,$0.0000,0.0000%
Volcom,Character Home,new_customer,3,boost5,192,0,$0.00,$0.0000,0.0000%
Faherty Brand,Manduka,new_customer,3,boost5,192,0,$0.00,$0.0000,0.0000%
Olive & June,Dagne Dover,new_customer,2,boost5,192,0,$0.00,$0.0000,0.0000%
Maverick & Co.,JACK HENRY,new_customer,0,contextual,192,0,$0.00,$0.0000,0.0000%
Raskol Apparel,Zensah,new_customer,1,bert4recs1,192,0,$0.00,$0.0000,0.0000%
My Medic,MANSCAPED,new_customer,1,boost5,192,0,$0.00,$0.0000,0.0000%
Buffbunny Collection,ettitude,new_customer,1,boost5,192,0,$0.00,$0.0000,0.0000%
Vegamour,Kopari,new_customer,0,lookalike,192,0,$0.00,$0.0000,0.0000%
Le Mini Macaron,Girlfriend Collective,new_customer,0,contextual,192,0,$0.00,$0.0000,0.0000%
GRIP6,Dr. Squatch,new_customer,2,bert4recs1,192,1,$25.00,$0.1302,0.5208%
Monica & Andy Inc.,Tubby Todd Bath Co.,new_customer,6,boost5,192,1,$10.00,$0.0521,0.5208%
KraveBeauty,Character Home,new_customer,1,boost5,192,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Character Home,new_customer,1,boost5,237,0,$0.00,$0.0000,0.0000%
Primally Pure,Caden Lane,new_customer,5,bert4recs1,192,0,$0.00,$0.0000,0.0000%
Dropps,For Days,new_customer,2,bert4recs1,192,0,$0.00,$0.0000,0.0000%
RiotSociety.com,Cardon,new_customer,0,,192,0,$0.00,$0.0000,0.0000%
Luca Faloni,Wolf & Shepherd,new_customer,0,contextual,192,0,$0.00,$0.0000,0.0000%
Bobbie,Dreamland Baby,new_customer,2,boost5,192,1,$40.00,$0.2083,0.5208%
Goodlife Clothing,NOMAD Grills,new_customer,1,boost5,191,0,$0.00,$0.0000,0.0000%
Mario Badescu Skin Care,Divi,new_customer,3,boost5,191,1,$50.00,$0.2618,0.5236%
Caden Lane,Covey Skincare,new_customer,0,contextual,191,0,$0.00,$0.0000,0.0000%
Waterboy,True Classic,new_customer,0,lookalike,191,0,$0.00,$0.0000,0.0000%
MAXPRO Fitness,Dr. Squatch,new_customer,2,boost5,191,0,$0.00,$0.0000,0.0000%
For Days,Dollar Shave Club,new_customer,2,boost5,191,0,$0.00,$0.0000,0.0000%
Dropps,NOMAD Grills,new_customer,6,boost5,191,0,$0.00,$0.0000,0.0000%
Dieux Skin,Liquid I.V.,new_customer,3,boost5,191,0,$0.00,$0.0000,0.0000%
Snuggle Me Organic,Needed,new_customer,0,contextual,191,0,$0.00,$0.0000,0.0000%
Monica & Andy Inc.,NOMAD Grills,new_customer,2,boost5,191,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Snuggle Me Organic,lapsed_customer,4,boost5,191,0,$0.00,$0.0000,0.0000%
Tushbaby,Bodily,new_customer,2,boost5,191,0,$0.00,$0.0000,0.0000%
Sunday Citizen,Laura Geller,new_customer,3,boost5,191,0,$0.00,$0.0000,0.0000%
Canopy,MANSCAPED,new_customer,0,contextual,191,0,$0.00,$0.0000,0.0000%
Caraway,Caden Lane,new_customer,1,bert4recs1,191,1,$32.00,$0.1675,0.5236%
Oradina,M.M.LaFleur,new_customer,0,contextual,191,0,$0.00,$0.0000,0.0000%
Dagne Dover,Little Words Project,new_customer,3,bert4recs1,191,0,$0.00,$0.0000,0.0000%
Bobbie,Caden Lane,returning_customer,5,boost5,191,8,$172.00,$0.9005,4.1885%
Girlfriend Collective,Character Home,new_customer,2,boost5,191,0,$0.00,$0.0000,0.0000%
Caden Lane,SENREVE,new_customer,3,boost5,191,0,$0.00,$0.0000,0.0000%
Thorlos,Character Home,new_customer,1,boost5,191,0,$0.00,$0.0000,0.0000%
Bobbie,Posh Peanut,new_customer,1,boost5,191,0,$0.00,$0.0000,0.0000%
Bodily,Caden Lane,new_customer,6,boost5,191,2,$64.00,$0.3351,1.0471%
Toad&Co,Moonglow,new_customer,0,,191,0,$0.00,$0.0000,0.0000%
woolino,Lunya,new_customer,1,boost5,191,0,$0.00,$0.0000,0.0000%
Monica & Andy Inc.,Liquid I.V.,new_customer,1,bert4recs1,191,0,$0.00,$0.0000,0.0000%
Solly Baby,Vegamour,new_customer,0,contextual,191,0,$0.00,$0.0000,0.0000%
Willow Pumps,Monica & Andy Inc.,new_customer,0,contextual,191,0,$0.00,$0.0000,0.0000%
Dagne Dover,Caden Lane,new_customer,6,boost5,191,0,$0.00,$0.0000,0.0000%
Dagne Dover,Liquid I.V.,new_customer,4,bert4recs1,191,0,$0.00,$0.0000,0.0000%
Solly Baby,Newton Baby,new_customer,3,bert4recs1,191,1,$3.00,$0.0157,0.5236%
Create,True Classic,new_customer,4,boost5,190,1,$45.00,$0.2368,0.5263%
Waterboy,Laura Geller,new_customer,1,boost5,190,0,$0.00,$0.0000,0.0000%
Tushbaby,Newton Baby,new_customer,3,bert4recs1,190,0,$0.00,$0.0000,0.0000%
Girlfriend Collective,Sol de Janeiro,new_customer,1,boost5,190,0,$0.00,$0.0000,0.0000%
Safari Ltd,Ruggish Co.,new_customer,1,boost5,190,0,$0.00,$0.0000,0.0000%
Posh Peanut,Laura Geller,new_customer,1,bert4recs1,190,0,$0.00,$0.0000,0.0000%
Divi,Tula Skincare,new_customer,0,lookalike,190,0,$0.00,$0.0000,0.0000%
Needed,Ruggish Co.,new_customer,1,boost5,190,0,$0.00,$0.0000,0.0000%
Manduka,Dagne Dover,new_customer,1,boost5,190,0,$0.00,$0.0000,0.0000%
Moonglow,BlendJet,new_customer,3,boost5,190,0,$0.00,$0.0000,0.0000%
Thorlos,True Classic,new_customer,0,lookalike,190,0,$0.00,$0.0000,0.0000%
Blueland,BlendJet,new_customer,1,bert4recs1,190,0,$0.00,$0.0000,0.0000%
Anyday,BlendJet,new_customer,1,bert4recs1,190,0,$0.00,$0.0000,0.0000%
Crown Affair,Kosas Cosmetics,new_customer,3,boost5,190,0,$0.00,$0.0000,0.0000%
Morphe,LIVELY,new_customer,1,bert4recs1,190,0,$0.00,$0.0000,0.0000%
Oradina,M.M.LaFleur,new_customer,3,boost5,190,0,$0.00,$0.0000,0.0000%
OUAI,Siblings,new_customer,1,,190,0,$0.00,$0.0000,0.0000%
Dr. Squatch,Blueland,new_customer,1,bert4recs1,196,0,$0.00,$0.0000,0.0000%
Laura Geller,Hedley & Bennett,new_customer,3,boost5,226,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Lalo,new_customer,2,boost5,190,0,$0.00,$0.0000,0.0000%
The Nue Co.,Liquid I.V.,new_customer,2,boost5,190,1,$35.00,$0.1842,0.5263%
Hedley & Bennett,Anyday,new_customer,0,contextual,190,0,$0.00,$0.0000,0.0000%
RiotSociety.com,Shinesty,new_customer,0,,190,0,$0.00,$0.0000,0.0000%
Liquid I.V.,Airsign,new_customer,3,boost5,190,0,$0.00,$0.0000,0.0000%
Afloral,Vegamour,new_customer,2,boost5,189,0,$0.00,$0.0000,0.0000%
Willow Pumps,Nanit,new_customer,3,boost5,189,0,$0.00,$0.0000,0.0000%
Fuse Lenses,NOMAD Grills,new_customer,2,boost5,189,0,$0.00,$0.0000,0.0000%
GoNanas,NOMAD Grills,new_customer,1,boost5,189,0,$0.00,$0.0000,0.0000%
LIVELY,BlendJet,new_customer,1,bert4recs1,189,0,$0.00,$0.0000,0.0000%
M.M.LaFleur,D.S. & Durga,new_customer,1,boost5,189,0,$0.00,$0.0000,0.0000%
NOMAD Grills,True Classic,new_customer,1,boost5,189,1,$45.00,$0.2381,0.5291%
Once Upon a Farm,Monica & Andy Inc.,new_customer,0,contextual,189,0,$0.00,$0.0000,0.0000%
Twillory,Dr. Squatch,new_customer,2,bert4recs1,189,0,$0.00,$0.0000,0.0000%
Needed,Dagne Dover,new_customer,1,boost5,189,0,$0.00,$0.0000,0.0000%
Ursa Major,Laura Geller,new_customer,4,boost5,189,1,$15.00,$0.0794,0.5291%
Muslin Comfort,Laura Geller,new_customer,4,boost5,189,0,$0.00,$0.0000,0.0000%
Gibsonlook,Laura Geller,new_customer,2,boost5,189,2,$30.00,$0.1587,1.0582%
Nanit,Tushbaby,new_customer,2,bert4recs1,189,1,$18.00,$0.0952,0.5291%
Caden Lane,ettitude,new_customer,2,boost5,189,0,$0.00,$0.0000,0.0000%
Amberjack,Dr. Squatch,new_customer,0,lookalike,189,0,$0.00,$0.0000,0.0000%
True Botanicals,Faherty Brand,new_customer,1,boost5,189,0,$0.00,$0.0000,0.0000%
Tower 28 Beauty,Curie,new_customer,0,contextual,189,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Dagne Dover,new_customer,1,lookalike,189,0,$0.00,$0.0000,0.0000%
Laura Geller,Sol de Janeiro,new_customer,2,bert4recs1,226,0,$0.00,$0.0000,0.0000%
Le Monde Gourmand,Kosas Cosmetics,new_customer,0,contextual,189,0,$0.00,$0.0000,0.0000%
Snuggle Me Organic,Tula Skincare,new_customer,1,bert4recs1,189,0,$0.00,$0.0000,0.0000%
Liquid I.V.,Create,new_customer,0,contextual,189,0,$0.00,$0.0000,0.0000%
For Days,Blueland,new_customer,8,boost5,188,0,$0.00,$0.0000,0.0000%
jane iredale,True Classic,new_customer,3,bert4recs1,188,0,$0.00,$0.0000,0.0000%
August Uncommon Tea,Dr. Squatch,new_customer,1,boost5,188,0,$0.00,$0.0000,0.0000%
Hedley & Bennett,Character Home,new_customer,2,boost5,188,0,$0.00,$0.0000,0.0000%
Dollar Shave Club,Caden Lane,new_customer,0,lookalike,188,0,$0.00,$0.0000,0.0000%
cbdMD,True Classic,new_customer,0,lookalike,188,0,$0.00,$0.0000,0.0000%
The Secure Mat,BlendJet,new_customer,1,boost5,188,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,MAXPRO Fitness,new_customer,4,boost5,203,0,$0.00,$0.0000,0.0000%
Oradina,LIVELY,new_customer,1,boost5,188,0,$0.00,$0.0000,0.0000%
Dirty Labs,Laura Geller,new_customer,0,contextual,188,0,$0.00,$0.0000,0.0000%
Caden Lane,M.M.LaFleur,new_customer,7,boost5,188,0,$0.00,$0.0000,0.0000%
Dr. Squatch,Blueland,new_customer,2,bert4recs1,190,0,$0.00,$0.0000,0.0000%
Waterboy,Dr. Squatch,new_customer,1,boost5,188,0,$0.00,$0.0000,0.0000%
Ritual Zero Proof,Caden Lane,new_customer,2,boost5,188,0,$0.00,$0.0000,0.0000%
Otteroo,Dreamland Baby,new_customer,0,contextual,188,0,$0.00,$0.0000,0.0000%
jot,True Classic,new_customer,2,boost5,188,0,$0.00,$0.0000,0.0000%
Laura Geller,Cadence,new_customer,4,boost5,225,0,$0.00,$0.0000,0.0000%
DEUX,Liquid I.V.,new_customer,3,boost5,188,0,$0.00,$0.0000,0.0000%
Amberjack,Twillory,new_customer,2,bert4recs1,188,0,$0.00,$0.0000,0.0000%
Coterie,Snuggle Me Organic,new_customer,1,bert4recs1,188,0,$0.00,$0.0000,0.0000%
Amberjack,Dr. Squatch,new_customer,2,bert4recs1,188,0,$0.00,$0.0000,0.0000%
Laura Geller,Wildfang,new_customer,1,lookalike,227,0,$0.00,$0.0000,0.0000%
Primally Pure,Caden Lane,new_customer,5,boost5,188,0,$0.00,$0.0000,0.0000%
Manduka,Caraway,new_customer,1,bert4recs1,188,0,$0.00,$0.0000,0.0000%
Dropps,M.M.LaFleur,new_customer,3,boost5,188,0,$0.00,$0.0000,0.0000%
Buffbunny Collection,Tula Skincare,new_customer,3,bert4recs1,188,0,$0.00,$0.0000,0.0000%
Little Words Project,Tula Skincare,new_customer,3,bert4recs1,187,0,$0.00,$0.0000,0.0000%
Raskol Apparel,wildwonder,new_customer,1,boost5,187,0,$0.00,$0.0000,0.0000%
woolino,ezpz,new_customer,1,boost5,187,0,$0.00,$0.0000,0.0000%
Newton Baby,Dagne Dover,new_customer,1,boost5,187,0,$0.00,$0.0000,0.0000%
Primally Pure,Liquid I.V.,new_customer,0,lookalike,187,0,$0.00,$0.0000,0.0000%
Caden Lane,Little Words Project,new_customer,5,boost5,187,0,$0.00,$0.0000,0.0000%
Zensah,True Classic,new_customer,1,bert4recs1,187,0,$0.00,$0.0000,0.0000%
Cadence,M.M.LaFleur,new_customer,1,boost5,187,0,$0.00,$0.0000,0.0000%
Monica & Andy Inc.,Lunya,new_customer,4,boost5,187,1,$150.00,$0.8021,0.5348%
Tubby Todd Bath Co.,Bodily,new_customer,5,bert4recs1,187,0,$0.00,$0.0000,0.0000%
Manduka,Hedley & Bennett,new_customer,1,boost5,187,0,$0.00,$0.0000,0.0000%
Crown Affair,Oradina,new_customer,1,boost5,187,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Liquid I.V.,new_customer,1,lookalike,187,0,$0.00,$0.0000,0.0000%
M.M.LaFleur,Dagne Dover,new_customer,4,bert4recs1,187,0,$0.00,$0.0000,0.0000%
Frog Hollow Farm,NOMAD Grills,new_customer,3,boost5,187,0,$0.00,$0.0000,0.0000%
Buffbunny Collection,Curie,new_customer,0,contextual,187,0,$0.00,$0.0000,0.0000%
Buffbunny Collection,Dame,new_customer,0,contextual,187,0,$0.00,$0.0000,0.0000%
Bobbie,Snuggle Me Organic,new_customer,4,bert4recs1,187,0,$0.00,$0.0000,0.0000%
Laura Geller,Hedley & Bennett,new_customer,2,bert4recs1,221,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Solly Baby,returning_customer,2,boost5,187,3,$36.00,$0.1925,1.6043%
Dropps,Laura Geller,new_customer,3,bert4recs1,187,0,$0.00,$0.0000,0.0000%
Softies,NOMAD Grills,new_customer,1,boost5,187,0,$0.00,$0.0000,0.0000%
Lalo,Lunya,new_customer,3,boost5,187,0,$0.00,$0.0000,0.0000%
Gibsonlook,Sol de Janeiro,new_customer,1,boost5,187,0,$0.00,$0.0000,0.0000%
Anyday,Blueland,new_customer,0,contextual,187,0,$0.00,$0.0000,0.0000%
True Botanicals,NOMAD Grills,new_customer,3,boost5,187,0,$0.00,$0.0000,0.0000%
Bad Birdie,Dr. Squatch,new_customer,0,contextual,187,0,$0.00,$0.0000,0.0000%
Liquid I.V.,Caden Lane,new_customer,1,bert4recs1,187,0,$0.00,$0.0000,0.0000%
Rains,Wolf & Shepherd,new_customer,1,contextual,187,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Caden Lane,lapsed_customer,8,bert4recs1,187,3,$72.00,$0.3850,1.6043%
Lalo,Lunya,new_customer,2,boost5,187,0,$0.00,$0.0000,0.0000%
Halfdays,Oradina,new_customer,4,boost5,186,0,$0.00,$0.0000,0.0000%
Divi,Caden Lane,new_customer,4,boost5,186,1,$32.00,$0.1720,0.5376%
Tubby Todd Bath Co.,NOMAD Grills,new_customer,5,boost5,186,0,$0.00,$0.0000,0.0000%
The CrunchCup,Liquid I.V.,new_customer,1,bert4recs1,186,0,$0.00,$0.0000,0.0000%
Rains,Cadence,new_customer,1,contextual,186,0,$0.00,$0.0000,0.0000%
Caraway,Liquid I.V.,new_customer,2,boost5,186,0,$0.00,$0.0000,0.0000%
Wildfang,Girlfriend Collective,new_customer,3,boost5,186,0,$0.00,$0.0000,0.0000%
Tower 28 Beauty,Sol de Janeiro,new_customer,5,boost5,186,1,$20.00,$0.1075,0.5376%
Dreamland Baby,Lalabu,new_customer,4,bert4recs1,186,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,QALO,new_customer,1,bert4recs1,200,0,$0.00,$0.0000,0.0000%
Sijo,Sol de Janeiro,new_customer,1,boost5,186,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Glamnetic,new_customer,0,lookalike,225,0,$0.00,$0.0000,0.0000%
Wondery,Shinesty,new_customer,1,bert4recs1,186,0,$0.00,$0.0000,0.0000%
Bobbie,Newton Baby,new_customer,4,bert4recs1,186,0,$0.00,$0.0000,0.0000%
Raskol Apparel,Buffbunny Collection,new_customer,2,bert4recs1,186,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Liquid I.V.,new_customer,0,boost5,197,0,$0.00,$0.0000,0.0000%
Dagne Dover,Cadence,new_customer,5,boost5,186,1,$35.00,$0.1882,0.5376%
Glamnetic,Tula Skincare,new_customer,2,boost5,186,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Dagne Dover,returning_customer,3,boost5,186,0,$0.00,$0.0000,0.0000%
Tushbaby,Tula Skincare,new_customer,2,boost5,186,0,$0.00,$0.0000,0.0000%
Olive & June,LIVELY,new_customer,5,bert4recs1,186,0,$0.00,$0.0000,0.0000%
BlendJet,Tula Skincare,new_customer,2,bert4recs1,186,0,$0.00,$0.0000,0.0000%
Zensah,Laura Geller,new_customer,0,,186,0,$0.00,$0.0000,0.0000%
Willow Pumps,NOT!CE Hair Co,new_customer,0,contextual,186,0,$0.00,$0.0000,0.0000%
Primally Pure,ARMRA Colostrum™,new_customer,4,boost5,186,2,$100.00,$0.5376,1.0753%
Laura Geller,Vacation®,new_customer,0,lookalike,224,0,$0.00,$0.0000,0.0000%
Muslin Comfort,Lunya,new_customer,1,boost5,186,0,$0.00,$0.0000,0.0000%
Primally Pure,Snuggle Me Organic,new_customer,2,boost5,186,1,$20.00,$0.1075,0.5376%
Tushbaby,Tubby Todd Bath Co.,new_customer,5,boost5,186,0,$0.00,$0.0000,0.0000%
Native Pet,True Classic,new_customer,1,boost5,186,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Caden Lane,returning_customer,10,boost5,186,2,$40.00,$0.2151,1.0753%
